id,modality,inferred_relationship,resolution,true_relationship,metadata_correct,obj_1_method,obj_1_candidate_count,obj_1_meta_row,obj_1_uuid,obj_1_image_id,obj_1_doi,obj_2_method,obj_2_candidate_count,obj_2_meta_row,obj_2_uuid,obj_2_image_id,obj_2_doi
8108,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,42173,10.3847.PSJ.acde7f_psjacde7ff3_46361,psjacde7ff3,10.3847/psj/acde7f,image_raw_exact,1,37090,10.3847.1538-4365.acabc8_apjsacabc8f6_40582,apjsacabc8f6,10.3847/1538-4365/acabc8
8109,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,37090,10.3847.1538-4365.acabc8_apjsacabc8f6_40582,apjsacabc8f6,10.3847/1538-4365/acabc8,image_raw_exact,1,42173,10.3847.PSJ.acde7f_psjacde7ff3_46361,psjacde7ff3,10.3847/psj/acde7f
8110,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,65604,10.3847.2515-5172.ad19de_rnaasad19def1_72392,rnaasad19def1,10.3847/2515-5172/ad19de,image_raw_exact,1,48294,10.3847.1538-4357.ad8644_apjad8644f4_53009,apjad8644f4,10.3847/1538-4357/ad8644
8111,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,48294,10.3847.1538-4357.ad8644_apjad8644f4_53009,apjad8644f4,10.3847/1538-4357/ad8644,image_raw_exact,1,65604,10.3847.2515-5172.ad19de_rnaasad19def1_72392,rnaasad19def1,10.3847/2515-5172/ad19de
8112,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,4405,10.3847.1538-4357.ac91ca_apjac91caf2_4764,apjac91caf2,10.3847/1538-4357/ac91ca,image_raw_exact,1,79082,10.3847.1538-3881.ada49f_ajada49ff4_86420,ajada49ff4,10.3847/1538-3881/ada49f
8113,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,79082,10.3847.1538-3881.ada49f_ajada49ff4_86420,ajada49ff4,10.3847/1538-3881/ada49f,image_raw_exact,1,4405,10.3847.1538-4357.ac91ca_apjac91caf2_4764,apjac91caf2,10.3847/1538-4357/ac91ca
8114,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,15904,10.3847.2041-8213.aca487_apjlaca487f1_17142,apjlaca487f1,10.3847/2041-8213/aca487,image_raw_exact,1,16675,10.3847.2041-8213.ac8422_apjlac8422f1_17987,apjlac8422f1,10.3847/2041-8213/ac8422
8115,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,16675,10.3847.2041-8213.ac8422_apjlac8422f1_17987,apjlac8422f1,10.3847/2041-8213/ac8422,image_raw_exact,1,15904,10.3847.2041-8213.aca487_apjlaca487f1_17142,apjlaca487f1,10.3847/2041-8213/aca487
8116,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,78474,10.3847.1538-3881.adc56a_ajadc56af2_85760,ajadc56af2,10.3847/1538-3881/adc56a,image_raw_exact,1,89293,10.3847.2041-8213.adbffa_apjladbffaf2_97369,apjladbffaf2,10.3847/2041-8213/adbffa
8117,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,89293,10.3847.2041-8213.adbffa_apjladbffaf2_97369,apjladbffaf2,10.3847/2041-8213/adbffa,image_raw_exact,1,78474,10.3847.1538-3881.adc56a_ajadc56af2_85760,ajadc56af2,10.3847/1538-3881/adc56a
8118,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,14096,10.3847.1538-4365.ac6bfc_apjsac6bfcf3_15262,apjsac6bfcf3,10.3847/1538-4365/ac6bfc,image_raw_exact,1,91205,10.3847.2041-8213.ada02b_apjlada02bf4_99454,apjlada02bf4,10.3847/2041-8213/ada02b
8119,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,91205,10.3847.2041-8213.ada02b_apjlada02bf4_99454,apjlada02bf4,10.3847/2041-8213/ada02b,image_raw_exact,1,14096,10.3847.1538-4365.ac6bfc_apjsac6bfcf3_15262,apjsac6bfcf3,10.3847/1538-4365/ac6bfc
8120,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,37005,10.3847.1538-4365.aca09a_apjsaca09af2_40497,apjsaca09af2,10.3847/1538-4365/aca09a,image_raw_exact,1,72912,10.3847.1538-4357.ae0325_apjae0325f3_79932,apjae0325f3,10.3847/1538-4357/ae0325
8121,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,72912,10.3847.1538-4357.ae0325_apjae0325f3_79932,apjae0325f3,10.3847/1538-4357/ae0325,image_raw_exact,1,37005,10.3847.1538-4365.aca09a_apjsaca09af2_40497,apjsaca09af2,10.3847/1538-4365/aca09a
8122,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,8295,10.3847.1538-3881.ac8b00_ajac8b00f12_8919,ajac8b00f12,10.3847/1538-3881/ac8b00,image_raw_exact,1,37349,10.3847.2041-8213.acf8c8_apjlacf8c8f3_40858,apjlacf8c8f3,10.3847/2041-8213/acf8c8
8123,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,37349,10.3847.2041-8213.acf8c8_apjlacf8c8f3_40858,apjlacf8c8f3,10.3847/2041-8213/acf8c8,image_raw_exact,1,8295,10.3847.1538-3881.ac8b00_ajac8b00f12_8919,ajac8b00f12,10.3847/1538-3881/ac8b00
8124,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,23630,10.3847.1538-4357.acff5d_apjacff5df3_25388,apjacff5df3,10.3847/1538-4357/acff5d,image_raw_exact,1,47377,10.3847.1538-4357.ad61e7_apjad61e7f8_51957,apjad61e7f8,10.3847/1538-4357/ad61e7
8125,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,47377,10.3847.1538-4357.ad61e7_apjad61e7f8_51957,apjad61e7f8,10.3847/1538-4357/ad61e7,image_raw_exact,1,23630,10.3847.1538-4357.acff5d_apjacff5df3_25388,apjacff5df3,10.3847/1538-4357/acff5d
8126,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,8642,10.3847.1538-3881.ac8d6c_ajac8d6cf5_9293,ajac8d6cf5,10.3847/1538-3881/ac8d6c,image_raw_exact,1,61768,10.3847.2041-8213.ad4496_apjlad4496f5_68056,apjlad4496f5,10.3847/2041-8213/ad4496
8127,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,61768,10.3847.2041-8213.ad4496_apjlad4496f5_68056,apjlad4496f5,10.3847/2041-8213/ad4496,image_raw_exact,1,8642,10.3847.1538-3881.ac8d6c_ajac8d6cf5_9293,ajac8d6cf5,10.3847/1538-3881/ac8d6c
8128,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,66660,10.3847.1538-4357.ae0744_apjae0744f12_73468,apjae0744f12,10.3847/1538-4357/ae0744,image_raw_exact,1,64986,10.3847.PSJ.ad16ec_psjad16ecf12_71728,psjad16ecf12,10.3847/psj/ad16ec
8129,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,64986,10.3847.PSJ.ad16ec_psjad16ecf12_71728,psjad16ecf12,10.3847/psj/ad16ec,image_raw_exact,1,66660,10.3847.1538-4357.ae0744_apjae0744f12_73468,apjae0744f12,10.3847/1538-4357/ae0744
8130,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,42677,10.3847.PSJ.ace9c1_psjace9c1f3_46950,psjace9c1f3,10.3847/psj/ace9c1,image_raw_exact,1,60482,10.3847.2041-8213.ad77d6_apjlad77d6f1_66527,apjlad77d6f1,10.3847/2041-8213/ad77d6
8131,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,60482,10.3847.2041-8213.ad77d6_apjlad77d6f1_66527,apjlad77d6f1,10.3847/2041-8213/ad77d6,image_raw_exact,1,42677,10.3847.PSJ.ace9c1_psjace9c1f3_46950,psjace9c1f3,10.3847/psj/ace9c1
8132,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,63319,10.3847.PSJ.ad793e_psjad793ef1_69758,psjad793ef1,10.3847/psj/ad793e,image_raw_exact,1,16401,10.3847.2041-8213.ac8e6e_apjlac8e6ef1_17678,apjlac8e6ef1,10.3847/2041-8213/ac8e6e
8133,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,16401,10.3847.2041-8213.ac8e6e_apjlac8e6ef1_17678,apjlac8e6ef1,10.3847/2041-8213/ac8e6e,image_raw_exact,1,63319,10.3847.PSJ.ad793e_psjad793ef1_69758,psjad793ef1,10.3847/psj/ad793e
8134,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,63144,10.3847.PSJ.ad17bd_psjad17bdf11_69583,psjad17bdf11,10.3847/psj/ad17bd,image_raw_exact,1,9357,10.3847.1538-3881.ac7bea_ajac7beaf4_10080,ajac7beaf4,10.3847/1538-3881/ac7bea
8135,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,9357,10.3847.1538-3881.ac7bea_ajac7beaf4_10080,ajac7beaf4,10.3847/1538-3881/ac7bea,image_raw_exact,1,63144,10.3847.PSJ.ad17bd_psjad17bdf11_69583,psjad17bdf11,10.3847/psj/ad17bd
8136,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,57573,10.3847.1538-4365.ad4be5_apjsad4be5f4_63347,apjsad4be5f4,10.3847/1538-4365/ad4be5,image_raw_exact,1,59635,10.3847.2041-8213.ad9605_apjlad9605f3_65611,apjlad9605f3,10.3847/2041-8213/ad9605
8137,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,59635,10.3847.2041-8213.ad9605_apjlad9605f3_65611,apjlad9605f3,10.3847/2041-8213/ad9605,image_raw_exact,1,57573,10.3847.1538-4365.ad4be5_apjsad4be5f4_63347,apjsad4be5f4,10.3847/1538-4365/ad4be5
8138,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,10035,10.3847.1538-3881.ac540a_ajac540af14_10835,ajac540af14,10.3847/1538-3881/ac540a,image_raw_exact,1,76910,10.3847.1538-3881.ae08b0_ajae08b0f3_84146,ajae08b0f3,10.3847/1538-3881/ae08b0
8139,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,76910,10.3847.1538-3881.ae08b0_ajae08b0f3_84146,ajae08b0f3,10.3847/1538-3881/ae08b0,image_raw_exact,1,10035,10.3847.1538-3881.ac540a_ajac540af14_10835,ajac540af14,10.3847/1538-3881/ac540a
8140,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,4372,10.3847.1538-4357.ac88d0_apjac88d0f4_4723,apjac88d0f4,10.3847/1538-4357/ac88d0,image_raw_exact,1,83878,10.3847.1538-4365.add5f8_apjsadd5f8f2_91514,apjsadd5f8f2,10.3847/1538-4365/add5f8
8141,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,83878,10.3847.1538-4365.add5f8_apjsadd5f8f2_91514,apjsadd5f8f2,10.3847/1538-4365/add5f8,image_raw_exact,1,4372,10.3847.1538-4357.ac88d0_apjac88d0f4_4723,apjac88d0f4,10.3847/1538-4357/ac88d0
8142,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,9322,10.3847.1538-3881.ac756a_ajac756af9_10045,ajac756af9,10.3847/1538-3881/ac756a,image_raw_exact,1,10648,10.3847.1538-3881.ac3fb8_ajac3fb8f1_11494,ajac3fb8f1,10.3847/1538-3881/ac3fb8
8143,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,10648,10.3847.1538-3881.ac3fb8_ajac3fb8f1_11494,ajac3fb8f1,10.3847/1538-3881/ac3fb8,image_raw_exact,1,9322,10.3847.1538-3881.ac756a_ajac756af9_10045,ajac756af9,10.3847/1538-3881/ac756a
8144,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,34332,10.3847.1538-4365.acd556_apjsacd556f19_37403,apjsacd556f19,10.3847/1538-4365/acd556,image_raw_exact,1,19466,10.3847.PSJ.ac6097_psjac6097f2_20881,psjac6097f2,10.3847/psj/ac6097
8145,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,19466,10.3847.PSJ.ac6097_psjac6097f2_20881,psjac6097f2,10.3847/psj/ac6097,image_raw_exact,1,34332,10.3847.1538-4365.acd556_apjsacd556f19_37403,apjsacd556f19,10.3847/1538-4365/acd556
8146,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,90909,10.3847.2041-8213.ad9aa9_apjlad9aa9f1_99091,apjlad9aa9f1,10.3847/2041-8213/ad9aa9,image_raw_exact,1,22161,10.3847.1538-4357.ad011f_apjad011ff4_23768,apjad011ff4,10.3847/1538-4357/ad011f
8147,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,22161,10.3847.1538-4357.ad011f_apjad011ff4_23768,apjad011ff4,10.3847/1538-4357/ad011f,image_raw_exact,1,90909,10.3847.2041-8213.ad9aa9_apjlad9aa9f1_99091,apjlad9aa9f1,10.3847/2041-8213/ad9aa9
8148,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,69889,10.3847.1538-4357.ae0a31_apjae0a31f5_76737,apjae0a31f5,10.3847/1538-4357/ae0a31,image_raw_exact,1,79413,10.3847.1538-3881.ad8cd2_ajad8cd2f10_86763,ajad8cd2f10,10.3847/1538-3881/ad8cd2
8149,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,79413,10.3847.1538-3881.ad8cd2_ajad8cd2f10_86763,ajad8cd2f10,10.3847/1538-3881/ad8cd2,image_raw_exact,1,69889,10.3847.1538-4357.ae0a31_apjae0a31f5_76737,apjae0a31f5,10.3847/1538-4357/ae0a31
8150,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,49911,10.3847.1538-4357.ad68f6_apjad68f6f4_54917,apjad68f6f4,10.3847/1538-4357/ad68f6,image_raw_exact,1,21859,10.3847.1538-4357.ad0e07_apjad0e07f5_23447,apjad0e07f5,10.3847/1538-4357/ad0e07
8151,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,21859,10.3847.1538-4357.ad0e07_apjad0e07f5_23447,apjad0e07f5,10.3847/1538-4357/ad0e07,image_raw_exact,1,49911,10.3847.1538-4357.ad68f6_apjad68f6f4_54917,apjad68f6f4,10.3847/1538-4357/ad68f6
8152,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,29200,10.3847.1538-3881.acfef5_ajacfef5f4_31581,ajacfef5f4,10.3847/1538-3881/acfef5,image_raw_exact,1,78245,10.3847.1538-3881.ada944_ajada944f3_85524,ajada944f3,10.3847/1538-3881/ada944
8153,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,78245,10.3847.1538-3881.ada944_ajada944f3_85524,ajada944f3,10.3847/1538-3881/ada944,image_raw_exact,1,29200,10.3847.1538-3881.acfef5_ajacfef5f4_31581,ajacfef5f4,10.3847/1538-3881/acfef5
8154,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,69931,10.3847.1538-4357.ae1021_apjae1021f18_76779,apjae1021f18,10.3847/1538-4357/ae1021,image_raw_exact,1,89519,10.3847.2041-8213.adcc22_apjladcc22f2_97613,apjladcc22f2,10.3847/2041-8213/adcc22
8155,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,89519,10.3847.2041-8213.adcc22_apjladcc22f2_97613,apjladcc22f2,10.3847/2041-8213/adcc22,image_raw_exact,1,69931,10.3847.1538-4357.ae1021_apjae1021f18_76779,apjae1021f18,10.3847/1538-4357/ae1021
8156,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,16861,10.3847.2041-8213.ac8150_apjlac8150f2_18180,apjlac8150f2,10.3847/2041-8213/ac8150,image_raw_exact,1,2544,10.3847.1538-4357.ac9285_apjac9285f10_2776,apjac9285f10,10.3847/1538-4357/ac9285
8157,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,2544,10.3847.1538-4357.ac9285_apjac9285f10_2776,apjac9285f10,10.3847/1538-4357/ac9285,image_raw_exact,1,16861,10.3847.2041-8213.ac8150_apjlac8150f2_18180,apjlac8150f2,10.3847/2041-8213/ac8150
8158,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,34900,10.3847.1538-4365.ace4b8_apjsace4b8f12_38071,apjsace4b8f12,10.3847/1538-4365/ace4b8,image_raw_exact,1,43929,10.3847.1538-4357.ad82e9_apjad82e9f7_48251,apjad82e9f7,10.3847/1538-4357/ad82e9
8159,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,43929,10.3847.1538-4357.ad82e9_apjad82e9f7_48251,apjad82e9f7,10.3847/1538-4357/ad82e9,image_raw_exact,1,34900,10.3847.1538-4365.ace4b8_apjsace4b8f12_38071,apjsace4b8f12,10.3847/1538-4365/ace4b8
8160,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,4285,10.3847.1538-4357.ac8ea7_apjac8ea7f1_4636,apjac8ea7f1,10.3847/1538-4357/ac8ea7,image_raw_exact,1,30804,10.3847.1538-3881.aced9a_ajaced9af8_33415,ajaced9af8,10.3847/1538-3881/aced9a
8161,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,30804,10.3847.1538-3881.aced9a_ajaced9af8_33415,ajaced9af8,10.3847/1538-3881/aced9a,image_raw_exact,1,4285,10.3847.1538-4357.ac8ea7_apjac8ea7f1_4636,apjac8ea7f1,10.3847/1538-4357/ac8ea7
8162,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,49882,10.3847.1538-4357.ad77d4_apjad77d4f5_54881,apjad77d4f5,10.3847/1538-4357/ad77d4,image_raw_exact,1,79066,10.3847.1538-3881.ad9b95_ajad9b95f6_86404,ajad9b95f6,10.3847/1538-3881/ad9b95
8163,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,79066,10.3847.1538-3881.ad9b95_ajad9b95f6_86404,ajad9b95f6,10.3847/1538-3881/ad9b95,image_raw_exact,1,49882,10.3847.1538-4357.ad77d4_apjad77d4f5_54881,apjad77d4f5,10.3847/1538-4357/ad77d4
8164,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,84777,10.3847.1538-4365.adacdf_apjsadacdff5_92597,apjsadacdff5,10.3847/1538-4365/adacdf,image_raw_exact,1,90716,10.3847.2041-8213.adab76_apjladab76f6_98893,apjladab76f6,10.3847/2041-8213/adab76
8165,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,90716,10.3847.2041-8213.adab76_apjladab76f6_98893,apjladab76f6,10.3847/2041-8213/adab76,image_raw_exact,1,84777,10.3847.1538-4365.adacdf_apjsadacdff5_92597,apjsadacdff5,10.3847/1538-4365/adacdf
8166,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,66740,10.3847.1538-4357.ae1ccb_apjae1ccbf5_73548,apjae1ccbf5,10.3847/1538-4357/ae1ccb,image_raw_exact,1,59884,10.3847.2041-8213.ad8e68_apjlad8e68f4_65873,apjlad8e68f4,10.3847/2041-8213/ad8e68
8167,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,59884,10.3847.2041-8213.ad8e68_apjlad8e68f4_65873,apjlad8e68f4,10.3847/2041-8213/ad8e68,image_raw_exact,1,66740,10.3847.1538-4357.ae1ccb_apjae1ccbf5_73548,apjae1ccbf5,10.3847/1538-4357/ae1ccb
8168,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,8192,10.3847.1538-3881.ac77ea_ajac77eaf21_8813,ajac77eaf21,10.3847/1538-3881/ac77ea,image_raw_exact,1,13919,10.3847.1538-4365.ac5b64_apjsac5b64f3_15054,apjsac5b64f3,10.3847/1538-4365/ac5b64
8169,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,13919,10.3847.1538-4365.ac5b64_apjsac5b64f3_15054,apjsac5b64f3,10.3847/1538-4365/ac5b64,image_raw_exact,1,8192,10.3847.1538-3881.ac77ea_ajac77eaf21_8813,ajac77eaf21,10.3847/1538-3881/ac77ea
8170,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,959,10.3847.1538-4357.ac9ea9_apjac9ea9f1_1010,apjac9ea9f1,10.3847/1538-4357/ac9ea9,image_raw_exact,1,89567,10.3847.2041-8213.adc433_apjladc433f3_97661,apjladc433f3,10.3847/2041-8213/adc433
8171,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,89567,10.3847.2041-8213.adc433_apjladc433f3_97661,apjladc433f3,10.3847/2041-8213/adc433,image_raw_exact,1,959,10.3847.1538-4357.ac9ea9_apjac9ea9f1_1010,apjac9ea9f1,10.3847/1538-4357/ac9ea9
8172,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,89415,10.3847.2041-8213.add0a7_apjladd0a7f2_97509,apjladd0a7f2,10.3847/2041-8213/add0a7,image_raw_exact,1,33533,10.3847.1538-3881.acc65a_ajacc65af12_36524,ajacc65af12,10.3847/1538-3881/acc65a
8173,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,33533,10.3847.1538-3881.acc65a_ajacc65af12_36524,ajacc65af12,10.3847/1538-3881/acc65a,image_raw_exact,1,89415,10.3847.2041-8213.add0a7_apjladd0a7f2_97509,apjladd0a7f2,10.3847/2041-8213/add0a7
8174,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,44397,10.3847.1538-4357.ad8f3d_apjad8f3df5_48771,apjad8f3df5,10.3847/1538-4357/ad8f3d,image_raw_exact,1,37469,10.3847.2041-8213.ad08c4_apjlad08c4f2_40996,apjlad08c4f2,10.3847/2041-8213/ad08c4
8175,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,37469,10.3847.2041-8213.ad08c4_apjlad08c4f2_40996,apjlad08c4f2,10.3847/2041-8213/ad08c4,image_raw_exact,1,44397,10.3847.1538-4357.ad8f3d_apjad8f3df5_48771,apjad8f3df5,10.3847/1538-4357/ad8f3d
8176,text-image,unrelated_papers,candidate_consensus,unrelated_papers,True,caption_exact_ambiguous,2,,,,,image_raw_exact,1,86082,10.3847.2041-8213.ae0a4c_apjlae0a4cf1_93976,apjlae0a4cf1,10.3847/2041-8213/ae0a4c
8177,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,86082,10.3847.2041-8213.ae0a4c_apjlae0a4cf1_93976,apjlae0a4cf1,10.3847/2041-8213/ae0a4c,image_raw_exact,1,92875,10.3847.PSJ.ae07cc_psjae07ccf4a_101205,psjae07ccf4a,10.3847/psj/ae07cc
8178,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,44947,10.3847.1538-4357.ad7c4b_apjad7c4bf13_49347,apjad7c4bf13,10.3847/1538-4357/ad7c4b,image_raw_exact,1,65584,10.3847.2515-5172.ad3920_rnaasad3920f1_72371,rnaasad3920f1,10.3847/2515-5172/ad3920
8179,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,65584,10.3847.2515-5172.ad3920_rnaasad3920f1_72371,rnaasad3920f1,10.3847/2515-5172/ad3920,image_raw_exact,1,44947,10.3847.1538-4357.ad7c4b_apjad7c4bf13_49347,apjad7c4bf13,10.3847/1538-4357/ad7c4b
8180,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,52450,10.3847.1538-3881.ad6d60_ajad6d60f2_57780,ajad6d60f2,10.3847/1538-3881/ad6d60,image_raw_exact,1,65015,10.3847.PSJ.ad18da_psjad18daf1_71768,psjad18daf1,10.3847/psj/ad18da
8181,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,65015,10.3847.PSJ.ad18da_psjad18daf1_71768,psjad18daf1,10.3847/psj/ad18da,image_raw_exact,1,52450,10.3847.1538-3881.ad6d60_ajad6d60f2_57780,ajad6d60f2,10.3847/1538-3881/ad6d60
8182,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,12875,10.3847.1538-4365.ac91c1_apjsac91c1f7_13872,apjsac91c1f7,10.3847/1538-4365/ac91c1,image_raw_exact,1,19334,10.3847.PSJ.ac66e8_psjac66e8f6_20749,psjac66e8f6,10.3847/psj/ac66e8
8183,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,19334,10.3847.PSJ.ac66e8_psjac66e8f6_20749,psjac66e8f6,10.3847/psj/ac66e8,image_raw_exact,1,12875,10.3847.1538-4365.ac91c1_apjsac91c1f7_13872,apjsac91c1f7,10.3847/1538-4365/ac91c1
8184,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,44060,10.3847.1538-4357.ad888f_apjad888ff12_48382,apjad888ff12,10.3847/1538-4357/ad888f,image_raw_exact,1,17251,10.3847.2041-8213.ac7c06_apjlac7c06f4_18587,apjlac7c06f4,10.3847/2041-8213/ac7c06
8185,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,17251,10.3847.2041-8213.ac7c06_apjlac7c06f4_18587,apjlac7c06f4,10.3847/2041-8213/ac7c06,image_raw_exact,1,44060,10.3847.1538-4357.ad888f_apjad888ff12_48382,apjad888ff12,10.3847/1538-4357/ad888f
8186,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,64521,10.3847.PSJ.ad1933_psjad1933f16_71137,psjad1933f16,10.3847/psj/ad1933,image_raw_exact,1,5730,10.3847.1538-4357.ac82ae_apjac82aef2_6190,apjac82aef2,10.3847/1538-4357/ac82ae
8187,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,5730,10.3847.1538-4357.ac82ae_apjac82aef2_6190,apjac82aef2,10.3847/1538-4357/ac82ae,image_raw_exact,1,64521,10.3847.PSJ.ad1933_psjad1933f16_71137,psjad1933f16,10.3847/psj/ad1933
8188,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,51616,10.3847.1538-3881.ad6dda_ajad6ddaf5_56794,ajad6ddaf5,10.3847/1538-3881/ad6dda,image_raw_exact,1,75855,10.3847.1538-3881.ae0f9e_ajae0f9ef4_83054,ajae0f9ef4,10.3847/1538-3881/ae0f9e
8189,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,75855,10.3847.1538-3881.ae0f9e_ajae0f9ef4_83054,ajae0f9ef4,10.3847/1538-3881/ae0f9e,image_raw_exact,1,51616,10.3847.1538-3881.ad6dda_ajad6ddaf5_56794,ajad6ddaf5,10.3847/1538-3881/ad6dda
8190,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,68803,10.3847.1538-4357.ae1139_apjae1139f2_75646,apjae1139f2,10.3847/1538-4357/ae1139,image_raw_exact,1,72243,10.3847.1538-4357.ae07d7_apjae07d7f2_79225,apjae07d7f2,10.3847/1538-4357/ae07d7
8191,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,72243,10.3847.1538-4357.ae07d7_apjae07d7f2_79225,apjae07d7f2,10.3847/1538-4357/ae07d7,image_raw_exact,1,68803,10.3847.1538-4357.ae1139_apjae1139f2_75646,apjae1139f2,10.3847/1538-4357/ae1139
8192,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,64336,10.3847.PSJ.ad08c0_psjad08c0f6_70887,psjad08c0f6,10.3847/psj/ad08c0,image_raw_exact,1,33358,10.3847.1538-3881.acae9c_ajacae9cf8_36339,ajacae9cf8,10.3847/1538-3881/acae9c
8193,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,33358,10.3847.1538-3881.acae9c_ajacae9cf8_36339,ajacae9cf8,10.3847/1538-3881/acae9c,image_raw_exact,1,64336,10.3847.PSJ.ad08c0_psjad08c0f6_70887,psjad08c0f6,10.3847/psj/ad08c0
8194,text-image,unrelated_papers,unique,unrelated_papers,True,caption_exact,1,59753,10.3847.2041-8213.ad90b8_apjlad90b8f5_65738,apjlad90b8f5,10.3847/2041-8213/ad90b8,image_raw_exact,1,92804,10.3847.PSJ.adcab2_psjadcab2f2_101134,psjadcab2f2,10.3847/psj/adcab2
